Distance_(microns),Gray_Value
64.8700,163.420
64.9350,163.256
65.0000,163.243
65.0650,163.426
65.1300,163.537
65.1950,163.399
65.2600,163.455
65.3250,163.372
65.3900,163.364
65.4550,163.318
65.5200,163.444
65.5850,163.220
65.6500,163.330
65.7150,163.277
65.7800,163.314
65.8450,163.182
65.9100,163.304
65.9750,163.405
66.0400,163.515
66.1050,163.677
66.1700,163.785
66.2350,163.952
66.3000,164.175
66.3650,164.543
66.4300,164.880
66.4950,165.186
66.5600,165.556
66.6250,165.659
66.6900,165.767
66.7550,165.982
66.8200,166.289
66.8850,166.524
66.9500,166.651
67.0150,166.983
67.0800,167.282
67.1450,167.373
67.2100,167.465
67.2750,167.612
67.3400,167.795
67.4050,167.877
67.4700,167.736
67.5350,167.844
67.6000,167.986
67.6650,167.977
67.7300,167.978
67.7950,167.844
67.8600,168.001
67.9250,168.100
67.9900,167.948
68.0550,168.016
68.1200,168.022
68.1850,167.801
68.2500,167.729
68.3150,167.420
68.3800,167.138
68.4450,166.871
68.5100,166.576
68.5750,166.223
68.6400,166.054
68.7050,166.070
68.7700,165.917
68.8350,165.744
68.9000,165.658
68.9650,165.495
69.0300,165.544
69.0950,165.437
69.1600,165.417
69.2250,165.163
69.2900,165.314
69.3550,165.237
69.4200,165.325
69.4850,165.417
69.5500,165.525
69.6150,165.610
69.6800,165.328
69.7450,165.169
69.8100,164.969
69.8750,164.737
69.9400,164.625
70.0050,164.666
70.0700,164.611
70.1350,164.526
70.2000,164.411
70.2650,164.263
70.3300,164.356
70.3950,164.437
70.4600,164.556
70.5250,164.648
70.5900,164.746
70.6550,164.975
70.7200,165.345
70.7850,165.510
70.8500,165.618
70.9150,165.948
70.9800,166.000
71.0450,166.000
71.1100,166.000
71.1750,166.506
71.2400,166.995
71.3050,167.000
71.3700,167.000
71.4350,167.000
71.5000,167.000
71.5650,167.000
71.6300,167.069
71.6950,167.201
71.7600,167.496
71.8250,167.611
71.8900,167.945
71.9550,168.046
72.0200,168.199
72.0850,168.294
72.1500,168.381
72.2150,168.481
72.2800,168.627
72.3450,168.740
72.4100,168.822
72.4750,168.922
72.5400,169.000
72.6050,169.000
72.6700,169.000
72.7350,169.000
72.8000,169.000
72.8650,169.000
72.9300,169.000
72.9950,168.935
73.0600,168.819
73.1250,168.710
73.1900,168.619
73.2550,168.527
73.3200,168.638
73.3850,168.594
73.4500,168.657
73.5150,168.740
73.5800,168.854
73.6450,169.000
73.7100,169.000
73.7750,169.000
73.8400,169.000
73.9050,169.000
73.9700,169.000
74.0350,169.000
74.1000,169.034
74.1650,169.193
74.2300,169.403
74.2950,169.545
74.3600,169.642
74.4250,169.728
74.4900,169.806
74.5550,169.697
