Distance_(microns),Gray_Value
39.910,145.153
39.975,145.428
40.040,146.616
40.105,141.276
40.170,136.477
40.235,136.603
40.300,134.761
40.365,135.134
40.430,129.323
40.495,128.858
40.560,129.695
40.625,130.692
40.690,129.564
40.755,128.629
40.820,126.035
40.885,124.363
40.950,119.519
41.015,115.552
41.080,119.831
41.145,119.086
41.210,118.173
41.275,119.467
41.340,117.654
41.405,114.692
41.470,117.141
41.535,117.930
41.600,121.324
41.665,120.941
41.730,122.971
41.795,126.695
41.860,127.361
41.925,134.879
41.990,135.352
42.055,138.871
42.120,139.707
42.185,139.019
42.250,139.444
42.315,137.090
42.380,135.525
42.445,131.735
42.510,128.234
42.575,124.051
42.640,122.701
42.705,127.657
42.770,129.598
42.835,127.392
42.900,125.064
42.965,129.416
43.030,129.962
43.095,130.931
43.160,129.194
43.225,126.280
43.290,123.550
43.355,121.927
43.420,120.161
43.485,121.315
43.550,125.653
43.615,126.764
43.680,126.553
43.745,129.695
43.810,132.801
43.875,129.187
43.940,129.920
44.005,132.747
44.070,132.210
44.135,134.411
44.200,131.267
44.265,131.571
44.330,135.527
44.395,131.936
44.460,128.468
44.525,128.234
44.590,127.623
44.655,126.596
44.720,126.873
44.785,126.982
44.850,129.030
44.915,130.146
44.980,126.910
45.045,123.600
45.110,123.732
45.175,122.694
45.240,119.515
45.305,116.631
45.370,114.497
45.435,115.176
45.500,117.601
45.565,118.419
45.630,118.863
45.695,121.431
45.760,122.023
45.825,121.264
45.890,123.523
45.955,125.653
46.020,128.790
46.085,129.925
46.150,129.916
46.215,130.857
46.280,129.117
46.345,128.169
46.410,125.280
46.475,119.826
46.540,116.531
46.605,112.855
46.670,109.942
46.735,111.810
46.800,112.914
46.865,114.000
46.930,116.209
46.995,119.329
47.060,118.364
47.125,116.646
47.190,116.125
47.255,115.379
47.320,114.317
47.385,113.949
47.450,110.118
47.515,104.745
47.580,99.828
47.645,97.307
47.710,94.984
47.775,90.631
47.840,89.951
47.905,91.782
47.970,94.761
48.035,95.097
48.100,97.421
48.165,98.914
48.230,99.755
48.295,99.348
48.360,99.126
48.425,97.449
48.490,98.484
48.555,99.249
48.620,97.890
48.685,96.854
48.750,96.792
48.815,92.715
48.880,91.677
48.945,88.951
49.010,85.838
49.075,86.271
49.140,86.927
49.205,85.655
49.270,85.675
49.335,86.770
49.400,83.766
49.465,79.606
49.530,81.763
